id;card_id;price_from;monthly_avg;weekly_avg;daily_avg;available_items;date_id
4088;136;0.01;0.06;0.05;0.02;4646.0;16
4089;137;0.01;0.05;0.05;0.05;4851.0;16
4090;138;0.01;0.05;0.03;0.02;4968.0;16
4091;139;0.02;0.12;0.14;0.06;2695.0;16
4092;140;0.01;0.03;0.04;0.15;4942.0;16
4093;141;0.01;0.06;0.06;0.06;2768.0;16
4094;142;0.02;0.07;0.06;0.06;2849.0;16
4095;143;0.02;0.11;0.16;0.06;3214.0;16
4096;144;0.02;0.07;0.11;0.25;2758.0;16
4097;145;0.01;0.06;0.08;0.1;4824.0;16
4098;146;0.02;0.07;0.09;0.02;2687.0;16
4099;147;0.02;0.09;0.09;0.06;2759.0;16
4100;148;0.01;0.02;0.02;0.06;2939.0;16
4101;149;0.01;0.04;0.03;0.05;5459.0;16
4102;150;0.01;0.07;0.07;0.06;2929.0;16
4103;151;0.01;0.05;0.05;0.02;2884.0;16
4104;152;0.01;0.07;0.07;0.1;2815.0;16
4105;153;0.01;0.06;0.08;0.09;4905.0;16
4106;154;0.01;0.06;0.08;0.1;5771.0;16
4107;155;0.01;0.09;0.15;0.19;5026.0;16
4108;156;0.01;0.04;0.03;0.02;5003.0;16
4109;157;0.02;0.11;0.13;0.19;2716.0;16
4110;158;0.01;0.05;0.08;0.1;4878.0;16
4111;159;0.02;0.06;0.06;0.06;2869.0;16
4112;160;0.01;0.04;0.03;0.05;4961.0;16
4113;161;0.01;0.05;0.06;0.05;4988.0;16
4114;162;0.01;0.06;0.06;0.04;2995.0;16
4115;163;0.02;0.07;0.11;0.06;2954.0;16
4116;164;0.01;0.06;0.1;0.15;4734.0;16
4117;165;0.01;0.06;0.05;0.02;4971.0;16
4118;166;0.01;0.05;0.04;0.05;4877.0;16
4119;167;0.01;0.1;0.11;0.19;2678.0;16
4120;168;0.02;0.11;0.06;0.06;2938.0;16
4121;169;0.01;0.08;0.07;0.19;5003.0;16
4122;170;0.01;0.06;0.03;0.09;5043.0;16
4123;171;0.01;0.04;0.11;0.15;4849.0;16
4124;172;0.01;0.04;0.02;0.02;4924.0;16
4125;173;0.01;0.03;0.09;0.02;4946.0;16
4126;174;0.01;0.04;0.06;0.1;4885.0;16
4127;175;0.01;0.08;0.05;0.1;4665.0;16
4128;176;0.01;0.09;0.1;0.1;2631.0;16
4129;177;0.01;0.07;0.11;0.02;5393.0;16
4130;178;0.01;0.05;0.06;0.1;5010.0;16
4131;179;0.01;0.05;0.04;0.02;4887.0;16
4132;180;0.01;0.06;0.06;0.06;2850.0;16
4133;181;0.01;0.04;0.06;0.05;4957.0;16
4134;182;0.01;0.04;0.06;0.05;4934.0;16
4135;183;0.02;0.04;0.07;0.15;2932.0;16
4136;184;0.01;0.02;0.05;0.02;4903.0;16
4137;185;0.01;0.03;0.02;0.02;2921.0;16
4138;186;0.01;0.04;0.08;0.05;5262.0;16
4139;187;0.01;0.07;0.09;0.19;2812.0;16
4140;188;0.01;0.03;0.04;0.02;5013.0;16
4141;189;0.01;0.04;0.05;0.06;2996.0;16
4142;190;0.01;0.02;0.02;0.02;4896.0;16
4143;191;0.01;0.03;0.02;0.01;5157.0;16
4144;192;0.02;0.05;0.04;0.04;2959.0;16
4145;193;0.01;0.05;0.06;0.02;4884.0;16
4146;194;0.02;0.08;0.06;0.06;2874.0;16
4147;195;0.01;0.03;0.07;0.02;4887.0;16
4148;196;0.01;0.03;0.08;0.05;4930.0;16
4149;197;0.01;0.05;0.06;0.06;2952.0;16
4150;198;0.01;0.06;0.05;0.05;5003.0;16
4151;199;0.01;0.03;0.02;0.02;4900.0;16
4152;200;0.02;0.05;0.04;0.02;2837.0;16
4153;201;0.02;0.08;0.05;0.06;2869.0;16
4154;202;0.01;0.04;0.04;0.06;2940.0;16
4155;203;0.01;0.03;0.06;0.02;4920.0;16
4156;204;0.01;0.02;0.04;0.02;4922.0;16
4157;205;0.01;0.03;0.04;0.02;5074.0;16
4158;206;0.02;0.08;0.08;0.06;3022.0;16
4159;207;0.01;0.09;0.06;0.06;3016.0;16
4160;208;0.02;0.09;0.09;0.06;3012.0;16
4161;209;0.02;0.07;0.08;0.06;2868.0;16
4162;210;0.01;0.04;0.03;0.01;4967.0;16
4163;211;0.01;0.12;0.06;0.04;4935.0;16
4164;212;0.01;0.06;0.09;0.19;5002.0;16
4165;213;0.02;0.07;0.08;0.06;3013.0;16
4166;214;0.01;0.04;0.1;0.25;4921.0;16
4167;215;0.02;0.09;0.11;0.06;2986.0;16
4168;216;0.01;0.09;0.09;0.06;2985.0;16
4169;217;0.01;0.05;0.08;0.19;5040.0;16
4170;218;0.01;0.03;0.03;0.02;4946.0;16
4171;219;0.01;0.04;0.05;0.19;4954.0;16
4172;220;0.01;0.04;0.04;0.02;4778.0;16
4173;221;0.01;0.02;0.03;0.02;4944.0;16
4174;222;0.01;0.06;0.06;0.04;2908.0;16
4175;223;0.01;0.04;0.04;0.06;2927.0;16
4176;224;0.01;0.05;0.08;0.12;5099.0;16
4177;225;0.01;0.04;0.04;0.05;4789.0;16
4178;226;0.01;0.02;0.02;0.02;4860.0;16
4179;227;0.01;0.04;0.04;0.02;4945.0;16
4180;228;0.01;0.05;0.03;0.06;3055.0;16
4181;229;0.01;0.03;0.04;0.02;4948.0;16
4182;230;0.01;0.04;0.04;0.05;4881.0;16
4183;231;0.01;0.03;0.03;0.03;2878.0;16
4184;232;0.01;0.04;0.03;0.02;4920.0;16
4185;233;0.01;0.03;0.04;0.05;5092.0;16
4186;234;0.01;0.04;0.04;0.05;5075.0;16
4187;235;0.01;0.05;0.05;0.05;5342.0;16
4188;236;0.01;0.03;0.02;0.02;5072.0;16
4189;237;0.01;0.04;0.06;0.19;5172.0;16
4190;238;0.01;0.04;0.12;0.19;5020.0;16
4191;239;0.01;0.04;0.06;0.04;5070.0;16
4192;240;0.01;0.04;0.05;0.05;4998.0;16
4193;241;0.01;0.04;0.02;0.02;4990.0;16
4194;242;0.01;0.03;0.08;0.1;4968.0;16
4195;243;0.01;0.07;0.02;0.02;5040.0;16
4196;244;0.01;0.04;0.02;0.02;4844.0;16
4197;245;0.01;0.03;0.03;0.02;4922.0;16
4198;246;0.01;0.03;0.03;0.02;4958.0;16
4199;247;0.01;0.03;0.03;0.01;5005.0;16
4200;248;0.01;0.02;0.02;0.02;4867.0;16
4201;249;0.01;0.04;0.05;0.02;4805.0;16
4202;250;0.02;0.03;0.04;0.06;2920.0;16
4203;251;0.01;0.03;0.02;0.03;4932.0;16
4204;252;0.01;0.02;0.02;0.02;4875.0;16
4205;253;0.01;0.03;0.03;0.02;4869.0;16
4206;254;0.01;0.03;0.03;0.04;2874.0;16
4207;255;0.01;0.05;0.06;0.05;4849.0;16
4208;256;0.01;0.03;0.05;0.05;4974.0;16
4209;257;0.01;0.03;0.04;0.05;4812.0;16
4210;258;0.01;0.04;0.02;0.01;4915.0;16
4211;259;0.01;0.04;0.03;0.03;4978.0;16
4212;260;0.01;0.02;0.04;0.02;5014.0;16
4213;261;0.01;0.03;0.03;0.02;4911.0;16
4214;262;0.01;0.02;0.03;0.02;5020.0;16
4215;263;33.9;33.27;36.55;32.85;39.0;16
4216;264;17.4;19.11;19.25;17.49;41.0;16
4217;1;0.15;0.95;0.94;0.87;1145.0;17
4218;2;0.02;0.23;0.2;0.23;2162.0;17
4219;3;0.1;0.38;0.36;0.33;1378.0;17
4220;4;1.25;2.29;2.59;1.74;317.0;17
4221;5;10.99;12.59;13.18;13.0;230.0;17
4222;6;0.02;0.39;0.33;0.28;1054.0;17
4223;7;0.15;0.87;0.81;0.84;352.0;17
4224;8;0.01;0.11;0.09;0.02;7060.0;17
4225;9;0.01;0.12;0.1;0.12;4370.0;17
4226;10;0.1;0.41;0.4;0.26;1188.0;17
4227;11;26.25;28.48;28.25;28.0;147.0;17
4228;12;5.99;8.08;7.84;7.54;220.0;17
4229;13;0.05;0.83;0.89;0.81;429.0;17
4230;14;0.19;0.5;0.58;0.75;769.0;17
4231;15;3.99;5.33;5.26;7.95;343.0;17
4232;16;0.35;1.03;0.6;1.0;2120.0;17
4233;17;1.5;2.32;2.23;2.45;349.0;17
4234;18;4.99;7.56;7.53;8.32;252.0;17
4235;19;0.1;0.5;0.53;0.35;954.0;17
4236;20;8.99;10.15;11.81;10.8;301.0;17
4237;21;0.59;1.4;1.49;1.49;256.0;17
4238;22;0.5;1.78;1.72;1.54;391.0;17
4239;23;0.19;0.75;0.96;1.03;560.0;17
4240;24;15.5;23.28;23.46;24.19;143.0;17
4241;25;17.0;19.74;20.23;21.57;146.0;17
4242;26;1.39;2.6;2.37;2.28;440.0;17
4243;27;1.99;3.03;2.99;3.23;222.0;17
4244;28;0.02;0.12;0.11;0.08;3770.0;17
4245;29;1.0;2.21;1.81;1.77;421.0;17
4246;30;1.5;2.51;2.55;2.47;373.0;17
4247;31;10.0;14.93;15.44;15.55;248.0;17
4248;32;8.0;12.07;13.55;12.37;247.0;17
4249;33;2.99;4.92;5.18;3.4;248.0;17
4250;34;1.65;3.39;3.43;3.5;384.0;17
4251;35;3.28;5.65;5.79;6.34;307.0;17
4252;36;3.48;4.45;3.98;3.71;397.0;17
4253;37;0.01;0.15;0.13;0.05;3703.0;17
4254;38;0.88;2.08;2.06;2.36;278.0;17
4255;39;0.15;0.68;0.75;0.49;609.0;17
4256;40;0.1;0.66;0.55;0.68;623.0;17
4257;41;0.1;0.31;0.33;0.4;1576.0;17
4258;42;4.49;5.87;5.93;5.95;354.0;17
4259;43;0.1;0.48;0.47;0.31;1356.0;17
4260;44;0.01;0.1;0.12;0.1;4008.0;17
4261;45;9.99;9.8;11.66;11.53;382.0;17
4262;46;0.1;0.43;0.39;0.39;1138.0;17
4263;47;0.1;0.5;0.63;0.76;1191.0;17
4264;48;0.02;0.31;0.3;0.37;1657.0;17
4265;49;0.08;0.32;0.33;0.34;1299.0;17
4266;50;0.2;0.94;0.92;0.76;322.0;17
4267;51;20.51;24.51;25.48;25.93;172.0;17
4268;52;0.02;0.19;0.17;0.21;3117.0;17
4269;53;5.3;8.79;9.22;11.21;143.0;17
4270;54;0.01;0.08;0.06;0.05;5172.0;17
4271;55;0.02;0.18;0.19;0.49;2962.0;17
4272;56;0.99;1.69;1.66;1.99;521.0;17
4273;57;0.02;0.14;0.18;0.16;2149.0;17
4274;58;0.02;0.16;0.17;0.45;1844.0;17
4275;59;5.0;7.36;7.79;7.5;243.0;17
4276;60;0.09;0.28;0.33;0.3;1833.0;17
4277;61;0.02;0.13;0.07;0.13;3400.0;17
4278;62;20.0;27.33;27.26;26.25;164.0;17
4279;63;1.5;2.64;2.79;2.2;210.0;17
4280;64;0.09;0.43;0.42;0.1;1396.0;17
4281;65;0.08;0.3;0.2;0.1;1556.0;17
4282;66;11.45;17.97;17.66;19.2;239.0;17
4283;67;0.49;0.95;0.93;0.87;883.0;17
4284;68;0.04;0.24;0.26;0.6;1812.0;17
4285;69;38.94;43.75;43.07;45.0;150.0;17
4286;70;20.0;21.52;21.88;24.05;195.0;17
4287;71;0.09;0.25;0.29;0.1;2092.0;17
4288;72;0.02;0.18;0.15;0.2;1795.0;17
4289;73;0.1;0.34;0.34;0.28;1324.0;17
4290;74;0.01;0.14;0.12;0.19;3609.0;17
4291;75;1.4;2.33;2.44;2.49;894.0;17
4292;76;0.05;0.18;0.19;0.11;1962.0;17
4293;77;0.09;0.31;0.25;0.21;1767.0;17
4294;78;0.05;0.32;0.26;0.1;1840.0;17
4295;79;0.01;0.13;0.12;0.1;2858.0;17
4296;80;0.01;0.12;0.15;0.05;2618.0;17
4297;81;0.02;0.15;0.12;0.1;1917.0;17
4298;82;0.01;0.08;0.08;0.25;4391.0;17
4299;83;0.02;0.1;0.11;0.05;3602.0;17
4300;84;0.02;0.14;0.15;0.05;2668.0;17
4301;85;4.44;6.26;6.44;6.0;323.0;17
4302;86;0.19;0.48;0.57;0.79;1067.0;17
4303;87;0.05;0.3;0.29;0.37;2003.0;17
4304;88;0.01;0.15;0.17;0.2;2356.0;17
4305;89;0.02;0.14;0.2;0.19;1938.0;17
4306;90;1.9;2.71;2.68;2.4;397.0;17
4307;91;0.02;0.17;0.2;0.09;3365.0;17
4308;92;15.88;19.81;20.81;21.94;223.0;17
4309;93;0.02;0.06;0.08;0.05;2696.0;17
4310;94;0.01;0.06;0.06;0.1;5038.0;17
4311;95;5.0;6.98;6.36;5.99;632.0;17
4312;96;0.01;0.14;0.12;0.3;2790.0;17
4313;97;0.01;0.09;0.08;0.1;4636.0;17
4314;98;0.02;0.13;0.14;0.1;2282.0;17
4315;99;0.08;0.42;0.35;0.44;896.0;17
4316;100;1.0;1.92;1.72;1.49;1049.0;17
4317;101;0.01;0.13;0.16;0.44;2436.0;17
4318;102;0.02;0.11;0.1;0.05;2647.0;17
4319;103;0.02;0.08;0.13;0.1;2511.0;17
4320;104;0.01;0.08;0.09;0.02;4757.0;17
4321;105;1.2;2.25;2.43;1.98;500.0;17
4322;106;0.02;0.12;0.19;0.25;2521.0;17
4323;107;0.01;0.14;0.14;0.19;3093.0;17
4324;108;0.01;0.11;0.07;0.1;2746.0;17
4325;109;0.05;0.14;0.15;0.15;2652.0;17
4326;110;0.01;0.21;0.22;0.1;1678.0;17
4327;111;0.01;0.06;0.06;0.06;5017.0;17
4328;112;0.02;0.14;0.07;0.06;2630.0;17
4329;113;0.01;0.05;0.04;0.02;4462.0;17
4330;114;0.02;0.13;0.15;0.31;2395.0;17
4331;115;0.01;0.09;0.11;0.02;2163.0;17
4332;116;0.02;0.12;0.13;0.15;2784.0;17
4333;117;1.25;1.75;1.63;1.2;869.0;17
4334;118;0.01;0.13;0.13;0.11;2469.0;17
4335;119;0.01;0.12;0.09;0.08;3059.0;17
4336;120;0.01;0.11;0.15;0.15;4978.0;17
4337;121;0.01;0.12;0.13;0.19;3293.0;17
4338;122;0.02;0.13;0.14;0.02;2750.0;17
4339;123;0.01;0.05;0.05;0.25;4604.0;17
4340;124;0.01;0.14;0.21;0.13;3149.0;17
4341;125;0.01;0.03;0.02;0.05;4921.0;17
4342;126;0.01;0.03;0.04;0.05;4766.0;17
4343;127;0.01;0.06;0.06;0.07;4975.0;17
4344;128;0.02;0.07;0.04;0.06;2885.0;17
4345;129;0.02;0.25;0.21;0.02;1040.0;17
4346;130;0.05;0.29;0.37;0.31;966.0;17
4347;131;0.01;0.07;0.07;0.18;4974.0;17
4348;132;0.1;0.27;0.23;0.2;1698.0;17
4349;133;0.01;0.05;0.05;0.05;4892.0;17
4350;134;0.01;0.09;0.04;0.06;2904.0;17
4351;135;0.02;0.13;0.18;0.49;1939.0;17
4352;136;0.01;0.06;0.05;0.02;4642.0;17
4353;137;0.01;0.05;0.05;0.05;4866.0;17
4354;138;0.01;0.05;0.03;0.02;4943.0;17
4355;139;0.02;0.12;0.14;0.06;2695.0;17
4356;140;0.01;0.04;0.08;0.19;4944.0;17
4357;141;0.01;0.06;0.06;0.06;2750.0;17
4358;142;0.02;0.06;0.05;0.02;2837.0;17
4359;143;0.02;0.11;0.16;0.06;3211.0;17
4360;144;0.02;0.07;0.1;0.05;2755.0;17
4361;145;0.01;0.06;0.08;0.1;4840.0;17
4362;146;0.02;0.07;0.09;0.02;2690.0;17
4363;147;0.02;0.1;0.12;0.19;2765.0;17
4364;148;0.01;0.02;0.02;0.06;2945.0;17
4365;149;0.01;0.04;0.03;0.05;5460.0;17
4366;150;0.01;0.07;0.07;0.06;2932.0;17
4367;151;0.01;0.05;0.05;0.02;2885.0;17
4368;152;0.01;0.07;0.07;0.1;2821.0;17
4369;153;0.01;0.06;0.08;0.09;4903.0;17
4370;154;0.01;0.07;0.09;0.19;5767.0;17
4371;155;0.01;0.09;0.15;0.05;5039.0;17
4372;156;0.01;0.04;0.03;0.02;5000.0;17
4373;157;0.02;0.1;0.15;0.19;2714.0;17
4374;158;0.01;0.05;0.08;0.1;4876.0;17
4375;159;0.02;0.06;0.06;0.06;2866.0;17
4376;160;0.01;0.04;0.03;0.05;4952.0;17
4377;161;0.01;0.05;0.06;0.05;4984.0;17
4378;162;0.01;0.06;0.06;0.04;2989.0;17
4379;163;0.02;0.07;0.11;0.06;2960.0;17
4380;164;0.01;0.06;0.1;0.15;4742.0;17
4381;165;0.01;0.06;0.05;0.02;4980.0;17
4382;166;0.01;0.05;0.04;0.05;4888.0;17
4383;167;0.01;0.11;0.14;0.19;2677.0;17
4384;168;0.02;0.11;0.06;0.06;2932.0;17
4385;169;0.01;0.08;0.07;0.19;4991.0;17
4386;170;0.01;0.06;0.03;0.09;5051.0;17
4387;171;0.01;0.04;0.11;0.15;4843.0;17
4388;172;0.01;0.04;0.02;0.02;4926.0;17
4389;173;0.01;0.03;0.09;0.02;4960.0;17
4390;174;0.01;0.04;0.06;0.1;4897.0;17
4391;175;0.01;0.08;0.05;0.1;4657.0;17
4392;176;0.01;0.09;0.1;0.1;2631.0;17
4393;177;0.01;0.07;0.11;0.02;5402.0;17
4394;178;0.01;0.05;0.06;0.1;5005.0;17
4395;179;0.01;0.05;0.04;0.02;4875.0;17
4396;180;0.01;0.06;0.06;0.06;2853.0;17
4397;181;0.01;0.04;0.06;0.05;4945.0;17
4398;182;0.01;0.04;0.06;0.05;4941.0;17
4399;183;0.02;0.04;0.07;0.15;2929.0;17
4400;184;0.01;0.02;0.05;0.02;4909.0;17
4401;185;0.01;0.03;0.02;0.02;2921.0;17
4402;186;0.01;0.04;0.08;0.05;5264.0;17
4403;187;0.01;0.07;0.09;0.19;2815.0;17
4404;188;0.01;0.03;0.04;0.02;5023.0;17
4405;189;0.01;0.04;0.05;0.06;2992.0;17
4406;190;0.01;0.02;0.02;0.02;4886.0;17
4407;191;0.01;0.03;0.02;0.01;5149.0;17
4408;192;0.02;0.05;0.04;0.04;2960.0;17
4409;193;0.01;0.05;0.06;0.02;4900.0;17
4410;194;0.02;0.08;0.06;0.06;2876.0;17
4411;195;0.01;0.03;0.07;0.02;4903.0;17
4412;196;0.01;0.03;0.08;0.05;4938.0;17
4413;197;0.01;0.05;0.06;0.06;2960.0;17
4414;198;0.01;0.06;0.05;0.05;5015.0;17
4415;199;0.01;0.03;0.02;0.02;4912.0;17
4416;200;0.02;0.05;0.04;0.02;2837.0;17
4417;201;0.02;0.08;0.05;0.06;2862.0;17
4418;202;0.01;0.04;0.04;0.06;2934.0;17
4419;203;0.01;0.03;0.06;0.02;4932.0;17
4420;204;0.01;0.02;0.04;0.02;4940.0;17
4421;205;0.01;0.03;0.04;0.02;5083.0;17
4422;206;0.02;0.08;0.08;0.06;3018.0;17
4423;207;0.01;0.09;0.06;0.06;2994.0;17
4424;208;0.02;0.09;0.09;0.06;3004.0;17
4425;209;0.02;0.07;0.08;0.06;2860.0;17
4426;210;0.01;0.04;0.03;0.01;4960.0;17
4427;211;0.01;0.12;0.06;0.04;4930.0;17
4428;212;0.01;0.06;0.09;0.19;4984.0;17
4429;213;0.02;0.07;0.08;0.06;3004.0;17
4430;214;0.01;0.04;0.1;0.25;4931.0;17
4431;215;0.02;0.1;0.13;0.19;2979.0;17
4432;216;0.01;0.09;0.09;0.06;2992.0;17
4433;217;0.01;0.05;0.08;0.19;5052.0;17
4434;218;0.01;0.03;0.03;0.02;4938.0;17
4435;219;0.01;0.04;0.05;0.19;4944.0;17
4436;220;0.01;0.04;0.04;0.02;4768.0;17
4437;221;0.01;0.02;0.03;0.02;4936.0;17
4438;222;0.01;0.06;0.06;0.04;2913.0;17
4439;223;0.01;0.04;0.04;0.06;2935.0;17
4440;224;0.01;0.05;0.08;0.1;5112.0;17
4441;225;0.01;0.04;0.04;0.05;4813.0;17
4442;226;0.01;0.02;0.02;0.02;4875.0;17
4443;227;0.01;0.04;0.04;0.02;4958.0;17
4444;228;0.01;0.05;0.03;0.06;3051.0;17
4445;229;0.01;0.03;0.04;0.02;4964.0;17
4446;230;0.01;0.04;0.04;0.05;4866.0;17
4447;231;0.01;0.03;0.03;0.03;2886.0;17
4448;232;0.01;0.04;0.03;0.02;4929.0;17
4449;233;0.01;0.04;0.07;0.19;5096.0;17
4450;234;0.01;0.04;0.04;0.05;5060.0;17
4451;235;0.01;0.06;0.08;0.19;5341.0;17
4452;236;0.01;0.03;0.02;0.02;5061.0;17
4453;237;0.01;0.05;0.11;0.19;5153.0;17
4454;238;0.01;0.05;0.16;0.19;5020.0;17
4455;239;0.01;0.05;0.09;0.16;5074.0;17
4456;240;0.01;0.05;0.09;0.19;5000.0;17
4457;241;0.01;0.04;0.02;0.02;4978.0;17
4458;242;0.01;0.03;0.08;0.1;4962.0;17
4459;243;0.01;0.07;0.02;0.02;5029.0;17
4460;244;0.01;0.04;0.02;0.02;4836.0;17
4461;245;0.01;0.03;0.03;0.02;4904.0;17
4462;246;0.01;0.03;0.03;0.02;4973.0;17
4463;247;0.01;0.03;0.03;0.01;5020.0;17
4464;248;0.01;0.02;0.02;0.02;4886.0;17
4465;249;0.01;0.04;0.05;0.02;4819.0;17
4466;250;0.02;0.03;0.04;0.06;2922.0;17
4467;251;0.01;0.03;0.02;0.03;4951.0;17
4468;252;0.01;0.02;0.02;0.02;4887.0;17
4469;253;0.01;0.03;0.03;0.02;4889.0;17
4470;254;0.01;0.03;0.03;0.04;2872.0;17
4471;255;0.01;0.05;0.06;0.05;4873.0;17
4472;256;0.01;0.03;0.05;0.05;4992.0;17
4473;257;0.01;0.03;0.04;0.05;4826.0;17
4474;258;0.01;0.04;0.02;0.01;4927.0;17
4475;259;0.01;0.04;0.03;0.03;4993.0;17
4476;260;0.01;0.02;0.04;0.02;5030.0;17
4477;261;0.01;0.03;0.03;0.02;4924.0;17
4478;262;0.01;0.02;0.03;0.02;5029.0;17
4479;263;33.5;33.27;36.55;32.85;40.0;17
4480;264;17.2;19.11;19.25;17.49;42.0;17
4481;1;0.15;0.94;0.9;0.68;1143.0;18
4482;2;0.02;0.22;0.19;0.22;2154.0;18
4483;3;0.1;0.38;0.33;0.42;1378.0;18
4484;4;1.25;2.28;2.48;1.95;317.0;18
4485;5;10.99;12.61;13.1;12.95;233.0;18
4486;6;0.02;0.39;0.32;0.27;1054.0;18
4487;7;0.15;0.87;0.81;1.17;352.0;18
4488;8;0.01;0.12;0.11;0.24;7091.0;18
4489;9;0.01;0.11;0.1;0.05;4370.0;18
4490;10;0.1;0.41;0.35;0.53;1188.0;18
4491;11;26.5;28.62;29.14;33.63;152.0;18
4492;12;5.99;8.04;7.73;7.0;218.0;18
4493;13;0.05;0.83;0.78;0.7;427.0;18
4494;14;0.19;0.54;0.55;0.55;772.0;18
4495;15;3.99;5.3;5.06;4.45;343.0;18
4496;16;0.35;1.03;0.6;1.0;2134.0;18
4497;17;1.5;2.32;2.23;2.45;354.0;18
4498;18;5.99;7.57;7.47;6.99;267.0;18
4499;19;0.1;0.49;0.53;0.54;954.0;18
4500;20;8.99;10.17;11.92;10.9;301.0;18
4501;21;0.59;1.5;1.6;1.25;256.0;18
4502;22;0.5;1.8;1.68;1.97;391.0;18
4503;23;0.19;0.75;1.01;0.9;557.0;18
4504;24;15.5;23.21;23.24;21.58;143.0;18
4505;25;17.0;19.76;20.32;20.37;147.0;18
4506;26;1.39;2.62;2.36;2.98;440.0;18
4507;27;1.99;3.03;2.93;3.5;230.0;18
4508;28;0.02;0.12;0.11;0.08;3805.0;18
4509;29;1.0;2.22;1.85;1.4;421.0;18
4510;30;1.8;2.53;2.6;3.09;373.0;18
4511;31;10.0;14.91;15.28;13.0;254.0;18
4512;32;8.0;12.35;13.53;13.12;247.0;18
4513;33;2.99;4.89;5.01;3.88;248.0;18
4514;34;1.65;3.4;3.54;4.99;388.0;18
4515;35;3.28;5.66;5.83;6.0;305.0;18
4516;36;3.48;4.46;4.03;4.71;397.0;18
4517;37;0.01;0.15;0.13;0.05;3710.0;18
4518;38;0.88;2.05;2.03;1.63;284.0;18
4519;39;0.15;0.69;0.8;1.59;530.0;18
4520;40;0.2;0.67;0.54;0.65;623.0;18
4521;41;0.1;0.31;0.36;0.35;1579.0;18
4522;42;4.49;5.7;4.93;3.93;351.0;18
4523;43;0.1;0.48;0.47;0.54;1371.0;18
4524;44;0.01;0.1;0.12;0.15;4026.0;18
4525;45;9.99;9.92;12.14;13.3;378.0;18
4526;46;0.1;0.43;0.42;0.37;1142.0;18
4527;47;0.1;0.5;0.59;0.45;1188.0;18
4528;48;0.02;0.31;0.32;0.3;1665.0;18
4529;49;0.08;0.32;0.36;0.47;1304.0;18
4530;50;0.2;0.94;0.92;0.94;323.0;18
4531;51;20.51;24.5;25.17;22.76;176.0;18
4532;52;0.02;0.19;0.17;0.21;3117.0;18
4533;53;5.3;8.81;9.18;9.9;146.0;18
4534;54;0.01;0.08;0.06;0.05;5151.0;18
4535;55;0.02;0.18;0.16;0.1;2956.0;18
4536;56;0.95;1.68;1.62;1.45;521.0;18
4537;57;0.02;0.14;0.18;0.18;2149.0;18
4538;58;0.02;0.16;0.17;0.45;1841.0;18
4539;59;5.0;7.37;7.75;7.45;242.0;18
4540;60;0.09;0.28;0.32;0.27;1827.0;18
4541;61;0.02;0.13;0.07;0.13;3405.0;18
4542;62;20.0;27.33;27.26;26.25;163.0;18
4543;63;1.5;2.64;2.78;2.5;209.0;18
4544;64;0.09;0.43;0.42;0.1;1401.0;18
4545;65;0.08;0.3;0.2;0.1;1559.0;18
4546;66;11.45;17.99;17.51;18.45;242.0;18
4547;67;0.49;0.95;0.93;0.87;896.0;18
4548;68;0.04;0.24;0.26;0.2;1808.0;18
4549;69;38.94;43.58;42.27;45.98;146.0;18
4550;70;20.0;21.59;22.09;23.25;197.0;18
4551;71;0.09;0.26;0.33;0.49;2097.0;18
4552;72;0.02;0.18;0.14;0.24;1797.0;18
4553;73;0.1;0.34;0.34;0.28;1333.0;18
4554;74;0.01;0.14;0.12;0.19;3622.0;18
4555;75;1.4;2.32;2.49;2.26;895.0;18
4556;76;0.05;0.18;0.19;0.11;1962.0;18
4557;77;0.09;0.3;0.26;0.37;1770.0;18
4558;78;0.05;0.32;0.26;0.1;1864.0;18
4559;79;0.01;0.13;0.12;0.1;2858.0;18
4560;80;0.01;0.12;0.12;0.05;2613.0;18
4561;81;0.02;0.15;0.12;0.1;1912.0;18
4562;82;0.01;0.08;0.08;0.25;4383.0;18
4563;83;0.02;0.1;0.07;0.25;3618.0;18
4564;84;0.02;0.14;0.15;0.05;2680.0;18
4565;85;4.44;6.21;6.57;5.5;322.0;18
4566;86;0.19;0.48;0.57;0.79;1061.0;18
4567;87;0.05;0.3;0.29;0.37;2014.0;18
4568;88;0.01;0.15;0.17;0.2;2369.0;18
4569;89;0.02;0.14;0.19;0.2;1932.0;18
4570;90;1.9;2.71;2.68;2.4;401.0;18
4571;91;0.02;0.17;0.2;0.09;3388.0;18
4572;92;15.88;20.07;21.67;26.5;224.0;18
4573;93;0.02;0.07;0.12;0.23;2699.0;18
4574;94;0.01;0.06;0.06;0.02;5030.0;18
4575;95;5.0;6.93;6.25;5.8;638.0;18
4576;96;0.01;0.14;0.15;0.19;2799.0;18
4577;97;0.01;0.1;0.09;0.15;4620.0;18
4578;98;0.02;0.13;0.14;0.1;2285.0;18
4579;99;0.08;0.42;0.35;0.44;896.0;18
4580;100;1.0;1.92;1.72;1.49;1050.0;18
4581;101;0.01;0.14;0.16;0.05;2427.0;18
4582;102;0.02;0.11;0.08;0.09;2642.0;18
4583;103;0.02;0.08;0.13;0.1;2510.0;18
4584;104;0.01;0.09;0.1;0.25;4766.0;18
4585;105;1.2;2.25;2.43;1.98;492.0;18
4586;106;0.02;0.12;0.19;0.25;2521.0;18
4587;107;0.01;0.14;0.13;0.02;3085.0;18
4588;108;0.01;0.11;0.07;0.1;2749.0;18
4589;109;0.05;0.14;0.15;0.15;2652.0;18
